Rotation_X,Rotation_Y,Rotation_Z,Position_X,Rotation_Q1,Rotation_Q2,Rotation_Q3,Position_Y,Velocity_X,Velocity_Y,Velocity_Z,Position_Z,Bias1,Bias2,Bias3,Bias4,Threat_Type,Attack_Severity
0.64901,-0.72233,-0.94225,4928673.90283,0.61421,-0.42846,-0.63426,1451860.60546,3.95,3.358,3.241,4689851.64676,0.0,0.0,0.0,0.0,Normal,None
0.13668,-0.75626,-0.52506,4503278.5699,-0.17311,0.51559,-0.97329,1492905.12323,-2.288,2.748,-3.875,4655767.04596,0.0,0.0,0.0,0.0,Normal,None
-0.22627,0.65461,-0.26627,4879287.4532,-0.98223,-0.80858,0.83479,1456825.20681,0.087,-0.51,-2.446,4626615.20058,0.0,0.0,0.0,0.0,Normal,None
0.91614,-0.47673,0.65493,4945543.33666,0.99802,0.41282,0.62807,1494994.4047,1.031,4.923,4.586,4616153.83337,0.0,0.0,0.0,0.0,Normal,None
0.20597,0.61412,0.04136,4775468.33638,0.33046,0.44734,-0.10886,1418927.55039,2.202,-2.132,-4.197,4658374.00633,0.0,0.0,0.0,0.0,Normal,None
-0.37035,0.66847,0.69955,4716658.35488,0.10782,0.88979,-0.73408,1452931.28769,-0.409,1.586,0.61,4686977.41744,0.0,0.0,0.0,0.0,Normal,None
0.26758,0.07976,-0.09931,4695874.03018,0.09689,-0.45747,0.13265,1444084.05841,-0.491,2.255,1.116,4688654.93405,0.0,0.0,0.0,0.0,Normal,None
0.0626,0.35329,0.49921,4267643.08132,0.3647,-0.56525,0.04214,1480554.69864,-0.595,2.65,-1.918,4617210.80102,0.0,0.0,0.0,0.0,Normal,None
-0.51606,0.86604,0.53113,4676880.39664,-0.82884,0.69887,0.88232,1469731.17794,-4.634,3.518,-3.444,4636730.06827,0.0,0.0,0.0,0.0,Normal,None
0.33532,-0.74835,-0.76347,4120598.96253,-0.57103,0.30953,-0.88419,1403228.66876,0.108,-1.851,2.002,4625856.39581,0.0,0.0,0.0,0.0,Normal,None
0.08211,-0.50533,-0.48157,4203597.52562,0.29836,-0.76802,0.95471,1450056.37882,-3.967,-3.264,-3.276,4609312.48818,0.0,0.0,0.0,0.0,Normal,None
-0.80222,-0.65013,-0.46877,4652225.72642,0.84154,-0.39313,0.79934,1453320.06205,-2.812,-2.732,-1.491,4645495.83339,0.0,0.0,0.0,0.0,Normal,None
0.69606,-0.74875,0.77951,4920927.33271,-0.14025,-0.65222,-0.62915,1472223.85258,-0.524,0.881,-4.416,4607415.18104,0.0,0.0,0.0,0.0,Normal,None
-0.35985,-0.74833,-0.27389,4496138.08408,-0.85148,-0.12303,-0.44254,1488634.4882,-2.966,4.897,-1.249,4625281.22217,0.0,0.0,0.0,0.0,Normal,None
0.3589,-0.08839,0.67765,4499437.34363,0.18225,-0.32504,0.29117,1404587.41372,0.687,0.668,2.91,4659910.70568,0.0,0.0,0.0,0.0,Normal,None
0.35358,0.21271,0.46007,4095470.77587,-0.32377,-0.56423,0.28175,1420778.954,0.47,-1.67,3.842,4680460.44642,0.0,0.0,0.0,0.0,Normal,None
0.77913,-0.81777,-0.61623,4971519.63211,-0.98547,0.25093,-0.45922,1449016.34899,0.824,4.642,1.482,4631923.78332,0.0,0.0,0.0,0.0,Normal,None
0.91688,-0.5195,-0.62042,4032023.64568,-0.71665,0.63229,-0.32879,1409106.33648,-1.356,-0.756,0.015,4664005.27815,0.0,0.0,0.0,0.0,Normal,None
0.85561,-0.49228,-0.98797,4841026.34428,-0.80962,0.44742,-0.73895,1472404.32089,0.291,-2.845,0.567,4605703.45068,0.0,0.0,0.0,0.0,Normal,None
0.95697,-0.88603,-0.77191,4642686.05354,-0.46146,-0.7927,0.42948,1460967.75891,1.868,-1.359,-3.91,4676934.22125,0.0,0.0,0.0,0.0,Normal,None
0.61185,0.01143,-0.13462,4010351.25506,0.484,-0.17426,0.01916,1488015.72494,-1.496,-0.329,1.549,4668267.18442,0.0,0.0,0.0,0.0,Normal,None
0.0163,-0.81664,-0.86638,4549732.43383,-0.46276,-0.25753,-0.51934,1414612.95463,4.947,-3.349,4.234,4610010.02102,0.0,0.0,0.0,0.0,Normal,None
-0.69253,-0.72491,0.26252,4541916.25807,-0.81902,-0.91085,0.97792,1417731.58141,2.887,3.318,-1.891,4650388.26696,0.0,0.0,0.0,0.0,Normal,None
-0.65108,-0.35323,-0.21989,4669402.27021,0.75926,0.04419,0.34391,1428555.40764,-2.794,4.642,-0.256,4681302.07863,0.0,0.0,0.0,0.0,Normal,None
-0.7084,-0.79822,-0.91118,4359960.24603,0.78925,0.08364,0.34744,1430575.71075,2.034,-4.39,-4.489,4629837.7448,0.0,0.0,0.0,0.0,Normal,None
0.95254,0.28483,-0.33073,4606111.21717,0.41904,0.50108,-0.30323,1443416.29916,0.656,-0.261,-4.904,4633345.25781,0.0,0.0,0.0,0.0,Normal,None
0.59883,0.2668,-0.71244,4707766.25004,-0.56165,0.682,0.4313,1454042.86511,4.709,-0.866,-1.723,4666105.3102,0.0,0.0,0.0,0.0,Normal,None
-0.55261,-0.9639,0.93339,4261276.30818,0.28935,0.8668,-0.59585,1469748.78597,-4.683,-2.428,-3.333,4677443.88747,0.0,0.0,0.0,0.0,Normal,None
-0.55695,0.98865,0.46143,4061173.86562,-0.13233,-0.81496,-0.76627,1407082.54233,-3.279,1.236,-0.143,4601410.22587,0.0,0.0,0.0,0.0,Normal,None
-0.42977,-0.86265,0.02141,4213166.28026,-0.84403,0.11708,-0.3355,1449381.57174,-1.957,4.494,-0.85,4625236.62874,0.0,0.0,0.0,0.0,Normal,None
0.14394,-0.6854,-0.52457,4035773.85619,0.08225,0.4397,0.70274,1473577.41045,-0.786,0.874,2.728,4616304.20684,0.0,0.0,0.0,0.0,Normal,None
0.69251,-0.42475,0.06153,4000545.36011,-0.14342,-0.99736,0.53226,1407940.32135,1.458,-0.11,-0.764,4694349.48362,0.0,0.0,0.0,0.0,Normal,None
-0.47122,0.17737,0.1896,4226424.91935,-0.65536,0.73022,-0.30997,1474776.72077,4.777,-1.165,4.226,4677630.14161,0.0,0.0,0.0,0.0,Normal,None
-0.40288,-0.84098,0.52972,4521599.81293,0.99998,0.45316,0.20705,1457451.8682,-1.759,-1.398,0.442,4673016.68854,0.0,0.0,0.0,0.0,Normal,None
-0.55983,0.67986,-0.66811,4799599.01625,0.09424,0.4821,-0.68629,1402166.65805,1.072,-0.234,0.417,4654629.62913,0.0,0.0,0.0,0.0,Normal,None
0.47961,0.49252,0.08778,4377655.84711,-0.83172,-0.99712,0.73605,1479933.74686,-2.474,-4.086,-4.323,4668390.12837,0.0,0.0,0.0,0.0,Normal,None
0.5094,-0.49966,-0.1288,4791751.31867,-0.22626,-0.06777,0.09458,1476700.58405,-0.047,2.361,-4.621,4623219.23161,0.0,0.0,0.0,0.0,Normal,None
0.72292,-0.6023,0.12919,4178442.72159,-0.60802,0.44912,-0.47444,1492881.96045,4.779,-0.226,-1.148,4661926.74265,0.0,0.0,0.0,0.0,Normal,None
-0.36627,0.6696,-0.59449,4499030.2786,-0.97401,-0.49641,-0.8964,1411468.18944,0.923,2.245,-0.09,4699671.55168,0.0,0.0,0.0,0.0,Normal,None
0.06678,-0.00071,0.26323,4982464.87147,0.79412,0.05965,0.97869,1452702.24205,-0.205,1.453,0.668,4693248.93192,0.0,0.0,0.0,0.0,Normal,None
-0.86197,-0.24086,-0.56199,4624970.76109,0.76175,-0.05226,0.52891,1451880.92624,1.425,0.79,-4.118,4622858.98858,0.0,0.0,0.0,0.0,Normal,None
-0.23296,0.60368,0.71427,4995747.26082,0.61752,-0.62758,0.07289,1467715.7823,-1.342,2.398,2.811,4608810.26915,0.0,0.0,0.0,0.0,Normal,None
-0.38558,-0.41461,0.70844,4442378.69082,-0.92688,0.17745,-0.22255,1469950.84632,-4.961,-1.445,1.245,4642692.97392,0.0,0.0,0.0,0.0,Normal,None
-0.21165,-0.84965,0.65559,4439374.52894,-0.53799,-0.59097,0.16782,1436688.10242,-0.88,0.94,-4.716,4618563.2644,0.0,0.0,0.0,0.0,Normal,None
0.92425,-0.57457,0.89503,4285815.87317,0.32454,0.71015,-0.82575,1416521.13504,-2.284,2.437,-3.418,4697013.52172,0.0,0.0,0.0,0.0,Normal,None
0.34429,0.12655,0.85108,4144148.52316,-0.41073,-0.33651,-0.93661,1454312.05969,3.425,-3.917,-1.589,4679609.27328,0.0,0.0,0.0,0.0,Normal,None
0.17797,-0.05352,-0.53027,4671554.09153,-0.9273,0.94379,-0.85605,1490219.74427,-4.042,1.502,-1.108,4692713.59992,0.0,0.0,0.0,0.0,Normal,None
-0.97707,-0.73035,0.63571,4023008.45626,0.41712,-0.815,0.61295,1406215.84553,4.631,-1.678,4.1,4615670.99733,0.0,0.0,0.0,0.0,Normal,None
0.78299,0.91634,-0.94493,4140269.64179,-0.14771,-0.49393,-0.31029,1477694.14614,-1.345,4.878,0.815,4605119.40215,0.0,0.0,0.0,0.0,Normal,None
0.36564,-0.26143,0.82662,4425740.88497,0.36375,-0.89348,0.88022,1409478.05251,-0.787,-1.346,-1.101,4697951.53662,0.0,0.0,0.0,0.0,Normal,None
-0.8963,0.25139,-0.0824,4731863.22249,-0.47498,-0.34898,0.34431,1429772.98408,4.124,1.546,-4.958,4655038.0217,0.0,0.0,0.0,0.0,Normal,None
-0.07191,-0.07399,-0.46574,4337186.54319,-0.28364,0.30051,-0.8258,1407570.47598,4.895,2.004,-4.233,4675583.17272,0.0,0.0,0.0,0.0,Normal,None
-0.46258,0.2119,0.20624,4086918.30165,-0.33642,-0.61503,-0.73053,1435681.70287,-0.831,2.522,-0.896,4618646.27924,0.0,0.0,0.0,0.0,Normal,None
-0.34758,0.80065,0.07422,4711183.174,-0.02753,-0.5263,0.50574,1480942.24909,3.342,-4.156,3.152,4699199.52584,0.0,0.0,0.0,0.0,Normal,None
0.64625,-0.00127,-0.8506,4019669.63944,0.02786,-0.08636,0.83826,1400203.97733,4.186,-3.693,-0.264,4653742.34017,0.0,0.0,0.0,0.0,Normal,None
0.82969,0.82719,0.35881,4786745.93194,0.98004,-0.61097,-0.5463,1473835.83719,-4.388,-4.981,0.931,4655767.46606,0.0,0.0,0.0,0.0,Normal,None
0.32483,0.49686,-0.31455,4573119.52087,-0.3065,0.00677,0.12366,1492094.35808,4.536,0.523,4.898,4692776.35624,0.0,0.0,0.0,0.0,Normal,None
0.68048,0.87387,-0.91921,4650820.89571,-0.83082,-0.55296,-0.34351,1422039.00604,-3.436,-4.895,3.565,4630505.98997,0.0,0.0,0.0,0.0,Normal,None
-0.91565,0.30088,0.77483,4382001.82206,0.90552,0.58991,0.14638,1451256.87589,0.89,2.513,-0.528,4626829.8014,0.0,0.0,0.0,0.0,Normal,None
-0.24029,0.85968,-0.64578,4536196.04029,0.99474,-0.32355,-0.61738,1401664.46023,0.912,4.593,0.415,4609830.09217,0.0,0.0,0.0,0.0,Normal,None
0.6387,0.67279,-0.24077,4176452.23379,-0.62125,0.31114,0.44632,1493609.78126,3.31,-0.503,4.563,4652885.49872,0.0,0.0,0.0,0.0,Normal,None
0.90824,-0.40197,-0.31869,4939401.54839,-0.98217,-0.51089,-0.28512,1420239.51386,-0.038,4.071,3.473,4612899.07157,0.0,0.0,0.0,0.0,Normal,None
0.47743,0.84527,0.48029,4804151.19106,-0.28679,-0.27564,0.7446,1437284.24579,-3.524,2.504,4.502,4612852.17857,0.0,0.0,0.0,0.0,Normal,None
0.87617,-0.69774,0.95684,4586428.47213,0.15589,0.26074,-0.38963,1494173.34552,-3.549,2.84,-1.411,4644500.30754,0.0,0.0,0.0,0.0,Normal,None
-0.07127,0.39916,-0.18649,4702392.03688,-0.09282,0.43346,-0.16032,1457465.26512,2.993,1.13,2.32,4671799.5089,0.0,0.0,0.0,0.0,Normal,None
0.58945,0.15398,-0.48503,4188821.75892,-0.85209,-0.31503,-0.18181,1427885.13779,-1.054,2.543,-4.984,4659317.78927,0.0,0.0,0.0,0.0,Normal,None
-0.779,-0.6937,0.04858,4530405.68115,-0.58063,-0.66656,-0.85379,1455802.05774,-0.059,0.753,3.936,4669394.33984,0.0,0.0,0.0,0.0,Normal,None
-0.92393,-0.20361,-0.44042,4012226.24823,-0.8555,-0.71538,-0.90874,1424544.99531,4.546,4.927,4.233,4646494.36703,0.0,0.0,0.0,0.0,Normal,None
0.52824,0.6274,0.97949,4206527.37999,-0.58845,-0.24995,-0.38322,1455418.30187,-2.934,4.351,-3.397,4662846.15553,0.0,0.0,0.0,0.0,Normal,None
0.94545,-0.6515,-0.92909,4028007.34399,-0.5201,-0.69319,-0.66416,1412489.15452,-2.942,1.211,-1.831,4664782.7959,0.0,0.0,0.0,0.0,Normal,None
-0.98492,-0.66118,-0.88863,4740998.6905,0.47434,-0.91787,-0.92282,1437860.80816,3.997,1.407,3.449,4605050.92125,0.0,0.0,0.0,0.0,Normal,None
-0.52176,-0.00375,0.92554,4686053.47392,0.36423,0.31602,-0.18394,1477271.07274,0.151,-2.451,1.443,4686568.57759,0.0,0.0,0.0,0.0,Normal,None
0.2947,0.00266,-0.46289,4876367.06221,0.61101,0.66764,0.93252,1452571.42235,3.337,0.357,4.578,4670210.20253,0.0,0.0,0.0,0.0,Normal,None
-0.56735,-0.66368,0.52579,4289198.56178,0.29936,0.23629,-0.32264,1424150.49573,-0.798,2.812,-2.831,4601497.94555,0.0,0.0,0.0,0.0,Normal,None
0.38099,0.18822,-0.62221,4740124.82018,0.85612,0.50966,-0.4401,1406962.64613,-0.979,-0.122,0.437,4616708.55343,0.0,0.0,0.0,0.0,Normal,None
0.34165,0.85227,-0.37503,4483806.96075,0.97787,0.08699,-0.74721,1494871.81174,-1.306,1.446,3.207,4635593.33689,0.0,0.0,0.0,0.0,Normal,None
0.6612,0.4393,0.32521,4411844.89053,-0.47042,0.22274,-0.65675,1429479.48483,0.041,-3.654,-3.233,4652072.39499,0.0,0.0,0.0,0.0,Normal,None
0.90588,-0.00588,0.94318,4136013.78581,0.80168,-0.96622,0.23522,1402611.42961,4.959,-4.027,3.396,4602827.86615,0.0,0.0,0.0,0.0,Normal,None
-0.41904,0.42245,-0.05382,4781368.32058,-0.0018,-0.70789,-0.6272,1498185.00599,2.629,-2.933,1.631,4607162.44343,0.0,0.0,0.0,0.0,Normal,None
0.82813,0.53499,0.55849,4236704.99651,-0.09948,-0.92705,-0.1391,1436205.70828,-0.227,-4.466,-0.346,4681470.98397,0.0,0.0,0.0,0.0,Normal,None
-0.304,-0.2126,-0.62864,4570167.95558,-0.81726,-0.98964,0.54353,1471359.42456,-0.565,-4.891,4.281,4654144.6876,0.0,0.0,0.0,0.0,Normal,None
-0.25591,-0.04894,0.96904,4025661.11108,0.34832,0.53188,0.84996,1422000.65608,-3.766,2.037,1.195,4612036.1363,0.0,0.0,0.0,0.0,Normal,None
0.15964,-0.78706,0.15549,4790571.19457,0.74293,-0.41011,-0.29424,1436103.38805,-4.315,-4.9,-1.665,4657341.33015,0.0,0.0,0.0,0.0,Normal,None
0.78987,0.56354,0.78955,4274493.07951,0.20909,0.34944,0.61643,1449917.53136,1.777,-4.717,2.375,4613635.33049,0.0,0.0,0.0,0.0,Normal,None
0.71292,0.8414,-0.89873,4273381.49147,-0.04707,-0.74099,-0.91486,1492042.66333,-3.351,-1.231,1.868,4686625.94564,0.0,0.0,0.0,0.0,Normal,None
0.405,-0.60659,0.78162,4732937.37572,0.88131,0.00838,0.90745,1416687.13022,-0.236,-0.256,-0.524,4652730.94045,0.0,0.0,0.0,0.0,Normal,None
-0.76453,-0.31388,0.17707,4887180.87652,-0.60959,-0.06808,-0.98417,1466121.40223,-4.5,4.349,3.142,4672343.06272,0.0,0.0,0.0,0.0,Normal,None
0.47866,0.40578,0.00437,4439580.84215,0.02546,0.66608,0.58105,1411323.09313,1.375,-2.205,-2.153,4615735.22396,0.0,0.0,0.0,0.0,Normal,None
-0.4433,0.56567,0.73023,4503020.98206,-0.42823,0.934,-0.7252,1422315.88401,4.674,-0.197,3.336,4697537.43468,0.0,0.0,0.0,0.0,Normal,None
0.35973,0.99937,-0.898,4697521.82874,-0.07512,0.63539,-0.01929,1435720.45123,-1.817,-3.952,2.888,4644537.06833,0.0,0.0,0.0,0.0,Normal,None
-0.25083,0.74495,-0.22834,4319403.88626,0.77376,0.32706,0.78408,1403225.41722,2.674,-4.313,-2.156,4649577.6304,0.0,0.0,0.0,0.0,Normal,None
-0.57886,0.59166,0.47062,4694158.54524,0.83992,0.6302,-0.45827,1457745.09661,-3.446,-3.295,-3.715,4664067.8428,0.0,0.0,0.0,0.0,Normal,None
-0.05905,0.02529,0.50282,4818958.36766,0.56448,-0.34894,0.42496,1484914.47932,1.366,-0.985,0.142,4643526.50568,0.0,0.0,0.0,0.0,Normal,None
-0.92293,0.21923,0.58148,4625615.16565,0.26088,0.51371,0.33389,1449619.80194,-3.414,-3.909,2.039,4607435.26175,0.0,0.0,0.0,0.0,Normal,None
0.87827,-0.01591,0.04749,4621117.05218,-0.23932,-0.79134,0.07478,1470907.36988,-2.658,-2.857,0.105,4677483.05653,0.0,0.0,0.0,0.0,Normal,None
0.30606,0.77341,-0.76501,4450962.19263,-0.23815,-0.98548,0.00227,1481581.61317,4.772,1.465,1.212,4693598.76929,0.0,0.0,0.0,0.0,Normal,None
0.4188,-0.39901,0.05631,4612272.95557,0.38765,0.49306,0.00347,1433264.98631,2.119,4.202,1.51,4680664.76549,0.0,0.0,0.0,0.0,Normal,None
-0.23679,0.0337,0.16645,4984616.19451,0.10144,0.60436,-0.05384,1425649.02586,-1.86,-4.998,3.635,4674033.55553,0.0,0.0,0.0,0.0,Normal,None
-0.72218,-0.56423,0.56556,4869612.4463,0.08808,0.3327,0.14593,1485287.72167,2.506,-4.142,3.267,4611126.75783,0.0,0.0,0.0,0.0,Normal,None
-0.98644,0.28893,0.39021,4027739.53922,0.97376,-0.09608,0.97722,1428004.23093,0.06,1.884,-4.093,4694220.59119,0.0,0.0,0.0,0.0,Normal,None
-0.26249,0.91293,-0.86014,4215619.79301,0.64234,-0.74061,0.0924,1416204.50499,-4.407,-0.865,2.3,4698942.87882,0.0,0.0,0.0,0.0,Normal,None
-0.50678,0.65608,-0.6829,4274827.95307,-0.16206,0.65988,-0.57551,1490077.57813,-0.662,-2.363,-3.762,4675370.78703,0.0,0.0,0.0,0.0,Normal,None
-0.53656,0.3706,-0.24921,4075052.7358,0.58286,-0.7479,0.80438,1401393.35364,-1.977,2.375,1.219,4605118.82485,0.0,0.0,0.0,0.0,Normal,None
-0.90605,-0.17389,-0.94174,4588397.62477,-0.77729,-0.49513,0.25053,1430422.81331,1.064,-0.617,-3.443,4614145.68612,0.0,0.0,0.0,0.0,Normal,None
-0.1026,0.80306,0.46809,4686977.55056,-0.97028,0.17852,0.45373,1430577.68992,3.047,2.832,4.587,4602673.10718,0.0,0.0,0.0,0.0,Normal,None
-0.80991,-0.16509,0.67411,4302985.87971,0.9295,0.45584,0.73375,1450280.22696,-2.923,0.453,2.437,4695204.69302,0.0,0.0,0.0,0.0,Normal,None
-0.241,0.40168,-0.05959,4559488.12478,-0.60956,-0.03571,-0.76381,1452154.42427,0.885,-3.661,4.087,4614254.82823,0.0,0.0,0.0,0.0,Normal,None
-0.28724,-0.18154,-0.21349,4845519.33323,-0.34774,-0.00663,0.20677,1469646.66502,-3.003,-1.044,-0.801,4632531.30713,0.0,0.0,0.0,0.0,Normal,None
-0.92706,0.95119,-0.45337,4580147.7755,-0.57742,-0.26548,-0.85974,1443586.29113,-3.72,-0.531,-0.034,4642779.47019,0.0,0.0,0.0,0.0,Normal,None
0.69261,-0.27286,-0.75543,4484735.35799,-0.64999,-0.71629,0.35338,1449451.72946,-4.037,-2.229,-1.695,4623043.04476,0.0,0.0,0.0,0.0,Normal,None
0.63664,0.66573,-0.3326,4812404.81346,0.4339,0.89218,-0.78409,1422588.43069,2.769,3.595,-0.865,4624463.33071,0.0,0.0,0.0,0.0,Normal,None
-0.46633,0.59949,-0.56316,4243632.76248,0.23462,-0.29945,-0.57834,1433974.66219,-4.333,-3.893,1.872,4629673.90091,0.0,0.0,0.0,0.0,Normal,None
0.39638,-0.76963,0.46224,4858437.86984,-0.59791,0.33602,0.01675,1444797.93523,1.515,-0.414,-0.113,4607856.54093,0.0,0.0,0.0,0.0,Normal,None
0.07297,-0.51128,-0.34051,4430341.40718,0.41267,0.39,0.93949,1461328.98975,-1.059,-2.994,-4.368,4656488.78792,0.0,0.0,0.0,0.0,Normal,None
-0.13035,-0.73273,0.00845,4829279.04115,0.29839,-0.40854,0.45431,1496293.17135,-3.331,-4.406,3.387,4695998.99465,0.0,0.0,0.0,0.0,Normal,None
-0.67795,-0.88869,-0.63318,4009044.92599,-0.55068,-0.7003,-0.3448,1406634.32912,-4.273,3.74,2.111,4600793.88503,0.0,0.0,0.0,0.0,Normal,None
-0.83007,-0.13666,-0.55679,4226630.7985,-0.19377,-0.12945,0.09427,1407632.6827,-4.261,0.345,-4.296,4685376.60883,0.0,0.0,0.0,0.0,Normal,None
0.11229,-0.55453,0.29871,4774318.92148,-0.76174,0.80548,0.18473,1453439.2514,3.817,-2.934,0.713,4649379.81818,0.0,0.0,0.0,0.0,Normal,None
0.00032,-0.71531,0.53966,4314543.47791,-0.98708,0.95891,-0.75091,1437020.13519,-3.373,2.755,4.221,4675192.25282,0.0,0.0,0.0,0.0,Normal,None
0.4054,-0.68563,-0.23842,4361001.34061,0.07114,-0.98531,-0.0269,1482981.8109,2.813,4.82,0.777,4631920.12738,0.0,0.0,0.0,0.0,Normal,None
-0.90125,0.23089,0.11398,4451725.4764,0.60122,-0.81211,-0.49124,1406837.37117,-2.015,2.014,1.905,4653925.30524,0.0,0.0,0.0,0.0,Normal,None
0.84816,0.78887,-0.26531,4278092.2623,-0.99442,-0.35219,-0.90584,1473613.4781,1.547,2.565,4.107,4616558.38812,0.0,0.0,0.0,0.0,Normal,None
-0.22581,-0.71689,-0.63336,4219993.43507,-0.83326,-0.55942,0.11601,1400373.49699,2.895,-4.824,-4.663,4629295.92309,0.0,0.0,0.0,0.0,Normal,None
-0.78205,-0.15553,-0.80132,4750338.00602,-0.9841,-0.76842,-0.44182,1446785.20955,-0.502,-0.923,-3.013,4613274.4344,0.0,0.0,0.0,0.0,Normal,None
0.29324,-0.51571,0.74539,4672494.98702,-0.75695,0.88389,-0.49232,1470462.44812,-4.104,-3.621,3.791,4663257.93358,0.0,0.0,0.0,0.0,Normal,None
-0.37692,0.57597,0.43307,4681530.80292,0.78282,-0.34922,0.42648,1443018.97796,1.404,2.377,-3.818,4622711.03001,0.0,0.0,0.0,0.0,Normal,None
0.5574,0.74533,0.23573,4831777.80083,0.25644,-0.77064,0.67483,1481780.14298,-0.16,-1.055,-2.878,4602527.05803,0.0,0.0,0.0,0.0,Normal,None
0.05186,-0.49065,-0.32927,4732266.70937,0.22859,0.82967,-0.901,1443447.2328,-2.763,-3.453,4.825,4687679.88218,0.0,0.0,0.0,0.0,Normal,None
-0.6975,-0.21269,0.59899,4262096.45962,-0.39645,-0.1708,-0.09861,1446071.94996,3.534,-0.885,2.628,4635430.14087,0.0,0.0,0.0,0.0,Normal,None
-0.23711,-0.11755,0.8126,4742199.01684,-0.79362,0.60783,0.74285,1481228.52883,0.921,-3.311,-4.608,4647069.35063,0.0,0.0,0.0,0.0,Normal,None
-0.47183,0.61442,0.6869,4587019.70669,0.04026,-0.99986,0.07512,1491176.13557,-0.416,-3.762,1.829,4619890.81002,0.0,0.0,0.0,0.0,Normal,None
0.79609,0.56051,0.37488,4850418.12801,-0.23637,0.99237,-0.60537,1414294.0591,-4.081,-0.283,-3.072,4641441.0679,0.0,0.0,0.0,0.0,Normal,None
0.43492,0.79279,0.1815,4856193.99008,0.21679,0.41079,0.33096,1462789.12906,-4.554,-2.966,0.136,4658596.04178,0.0,0.0,0.0,0.0,Normal,None
0.22916,0.08648,-0.61229,4560017.83819,-0.20015,-0.73123,-0.36144,1470471.78472,2.656,-1.626,-1.136,4609245.27046,0.0,0.0,0.0,0.0,Normal,None
0.37073,0.62264,0.31125,4191196.75405,-0.7929,0.3993,-0.04186,1483231.4019,3.171,1.204,-2.454,4627825.03432,0.0,0.0,0.0,0.0,Normal,None
0.7279,-0.83715,-0.01714,4384045.16668,0.39181,0.70599,-0.04954,1411671.59837,3.646,-3.368,-0.435,4684909.96428,0.0,0.0,0.0,0.0,Normal,None
-0.75209,0.68451,0.93781,4140606.63771,0.30404,-0.67039,-0.62818,1418497.77922,-0.622,-4.456,-3.717,4663556.7991,0.0,0.0,0.0,0.0,Normal,None
-0.37076,-0.96058,-0.70712,4454009.66873,0.04044,-0.93274,0.57599,1494699.04555,3.072,-4.418,-0.677,4630366.05874,0.0,0.0,0.0,0.0,Normal,None
0.94802,-0.39405,-0.96451,4906903.5874,0.26816,-0.38353,-0.898,1424871.03804,4.035,3.858,1.89,4650843.82334,0.0,0.0,0.0,0.0,Normal,None
-0.49472,-0.21372,0.82729,4294799.47177,-0.42765,-0.95654,-0.92029,1493358.35583,-1.848,-3.099,-2.313,4681848.43461,0.0,0.0,0.0,0.0,Normal,None
-0.19357,0.1443,0.07533,4868252.76437,-0.24835,0.80285,0.73356,1420559.2755,-1.11,-1.557,-2.254,4673714.73854,0.0,0.0,0.0,0.0,Normal,None
-0.68836,-0.76652,0.50178,4090494.5232,0.51461,0.23943,0.4158,1493043.54083,3.821,3.009,2.073,4645739.52522,0.0,0.0,0.0,0.0,Normal,None
-0.06811,0.76677,0.83523,4699580.88827,-0.13879,0.93924,0.3011,1413940.18288,-0.544,2.815,4.788,4691471.4396,0.0,0.0,0.0,0.0,Normal,None
0.34081,-0.60434,0.91159,4102657.97112,0.84142,-0.6009,0.16842,1493414.08199,-2.834,1.313,-3.209,4649246.0654,0.0,0.0,0.0,0.0,Normal,None
0.47052,-0.59863,-0.98612,4354710.54374,0.06402,0.27159,-0.43792,1409127.4014,0.513,-4.196,1.525,4609642.56288,0.0,0.0,0.0,0.0,Normal,None
0.57736,-0.54167,-0.58224,4263209.51614,0.20472,-0.39544,0.82713,1487444.33399,3.399,1.974,-3.478,4630288.09619,0.0,0.0,0.0,0.0,Normal,None
0.52939,-0.64229,0.94505,4645255.60498,0.3939,-0.35496,-0.95932,1423384.66038,2.382,3.935,3.798,4639211.98229,0.0,0.0,0.0,0.0,Normal,None
-0.44642,-0.8785,-0.19311,4170693.55804,-0.91089,0.12643,0.88738,1443273.85912,3.153,-0.933,2.252,4685618.3437,0.0,0.0,0.0,0.0,Normal,None
0.76144,0.96812,-0.39709,4990133.69281,-0.67015,-0.6398,-0.64281,1412717.09316,-0.042,3.264,4.984,4674701.20901,0.0,0.0,0.0,0.0,Normal,None
0.92673,-0.97413,0.70616,4950278.49526,-0.08089,-0.13652,-0.67656,1438035.45656,0.728,-1.401,-4.214,4601314.427,0.0,0.0,0.0,0.0,Normal,None
0.30115,-0.50396,0.68404,4535241.01892,0.67814,-0.35824,-0.28571,1401620.60021,-0.775,-2.705,-1.782,4647145.91883,0.0,0.0,0.0,0.0,Normal,None
-0.05485,-0.6437,-0.66089,4356051.74216,-0.93106,0.31981,0.35964,1444073.76459,3.1,4.157,-1.962,4692613.2834,0.0,0.0,0.0,0.0,Normal,None
-0.88253,0.43811,0.91983,4909050.6492,0.56968,-0.88258,0.84985,1433884.18628,-1.843,-2.97,0.809,4606815.3095,0.0,0.0,0.0,0.0,Normal,None
0.29696,0.65939,0.8837,4771553.44275,-0.86729,-0.07677,0.0415,1465211.86477,1.276,4.63,-3.577,4691450.44035,0.0,0.0,0.0,0.0,Normal,None
