Latitude,Longitude,Speed,Heading,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Yaw_Rate,Threat_Type,Attack_Severity
37.093319,-121.253195,11.21,239.03,1.423,1.754,-0.441,0.07121,-0.08379,-0.08322,0.83,Normal,None
37.990761,-121.50683,13.8,195.87,0.466,2.958,0.415,0.02009,0.02197,0.01189,-3.91,Normal,None
37.984375,-121.454472,13.93,8.96,2.354,-1.885,-0.511,0.04995,-0.01072,0.05506,-3.53,Normal,None
37.061603,-121.752592,8.62,209.01,-0.241,0.941,0.198,0.00821,0.04565,0.00194,-3.21,Normal,None
37.458419,-121.307069,8.16,253.86,2.617,-0.253,-0.746,0.08759,0.05756,0.06542,0.44,Normal,None
37.159512,-121.30768,19.25,200.37,0.693,-1.689,0.178,0.06954,0.00437,0.08332,1.72,Normal,None
37.005763,-121.500103,0.33,19.31,-2.969,-2.298,0.402,0.01499,-0.01397,-0.08231,-1.42,Normal,None
37.478835,-121.525204,7.7,128.42,-1.747,1.858,0.034,-0.01745,-0.00742,0.09564,-0.35,Normal,None
37.381461,-121.096315,20.28,221.64,1.665,2.173,0.946,0.07153,0.00263,-0.00185,-0.41,Normal,None
37.783449,-121.05881,18.45,47.97,2.048,1.053,0.074,-0.05229,-0.00969,-0.09838,3.73,Normal,None
37.852825,-121.795412,5.26,247.08,-0.387,-1.584,-0.153,-0.01846,0.05047,0.00861,0.29,Normal,None
37.356289,-121.430975,15.04,194.09,0.151,1.082,0.978,0.07548,-0.08403,0.051,4.67,Normal,None
37.370737,-121.734913,25.08,298.68,-0.479,-1.21,-0.303,-0.01412,0.04008,0.08608,-4.0,Normal,None
37.288425,-121.255503,4.62,241.51,-2.154,2.941,0.887,-0.06092,-0.00742,0.06514,-2.7,Normal,None
37.585436,-121.411801,10.34,343.59,1.811,-1.684,0.706,-0.0297,0.0513,0.03895,-0.04,Normal,None
37.152157,-121.442578,12.52,50.39,0.003,-0.844,-0.702,-0.05184,-0.07267,-0.08253,4.51,Normal,None
37.891076,-121.433876,25.12,62.18,0.89,-1.847,-0.727,0.0846,-0.00692,-0.06132,-0.28,Normal,None
37.739846,-121.885039,16.69,328.47,-2.483,1.064,0.027,0.03854,-0.04941,-0.0106,-0.75,Normal,None
37.154163,-121.90906,17.39,224.2,1.398,1.437,0.898,0.03543,-0.0046,0.03553,0.88,Normal,None
37.381165,-121.883178,1.46,67.1,-1.86,-2.743,0.252,0.05362,0.02573,-0.05879,-1.15,Normal,None
37.22081,-121.906282,28.88,204.09,-0.975,0.365,0.846,0.036,0.02373,-0.02933,2.45,Normal,None
37.707267,-121.202361,28.43,78.14,0.367,2.412,0.589,0.03179,-0.00403,0.06457,3.25,Normal,None
37.691002,-121.484742,27.97,250.93,-2.183,1.011,-0.904,-0.05151,-0.0454,-0.0094,3.36,Normal,None
37.823427,-121.667653,22.73,136.97,-0.396,-0.739,-0.264,-0.03043,0.03498,-0.09282,-0.12,Normal,None
37.716511,-121.840095,1.35,331.5,-0.023,-0.553,0.668,-0.00485,0.08767,0.06721,-2.43,Normal,None
37.030407,-121.670635,13.16,100.0,-1.723,-2.727,0.549,-0.02299,-0.01277,0.01443,3.08,Normal,None
37.754114,-121.52917,26.24,87.97,1.299,-0.782,0.412,0.05448,-0.09051,0.04437,0.1,Normal,None
37.18476,-121.862393,27.02,319.18,2.378,-0.491,0.997,-0.07232,0.08745,0.02046,-2.2,Normal,None
37.910165,-121.868039,17.58,105.43,0.916,1.395,0.844,-0.05914,0.04564,0.07466,1.23,Normal,None
37.579169,-121.95396,3.42,293.57,-2.379,0.506,0.725,0.07048,-0.087,-0.0112,-4.58,Normal,None
37.195758,-121.548129,20.38,345.22,1.996,1.326,-0.832,-0.07618,-0.04287,-0.0217,-2.99,Normal,None
37.747036,-121.786985,17.77,88.6,0.622,2.262,-0.046,0.09245,-0.03175,-0.04575,2.47,Normal,None
37.514614,-121.416313,18.26,238.56,-2.491,2.028,-0.408,-0.01602,0.0493,0.02891,-0.86,Normal,None
37.862806,-121.003354,25.76,202.89,-0.755,-1.935,0.635,0.09378,-0.03838,-0.02512,-0.56,Normal,None
37.338453,-121.445774,6.98,182.32,2.122,2.23,-0.296,-0.06157,0.02986,0.02855,0.39,Normal,None
37.788808,-121.093412,19.7,76.83,2.808,2.759,0.871,-0.06256,0.03426,0.00295,-2.18,Normal,None
37.009791,-121.892304,9.49,252.09,-2.494,-1.985,-0.652,0.07897,0.09761,-0.03398,3.48,Normal,None
37.404124,-121.829573,11.76,49.82,-2.628,-2.619,0.703,-0.07377,0.0457,-0.01256,-1.43,Normal,None
37.607712,-121.808948,21.84,289.54,0.153,-1.915,-0.274,-0.05315,-0.02214,-0.01448,5.0,Normal,None
37.510977,-121.157368,26.18,145.7,2.781,-2.408,0.001,-0.05205,0.02531,0.09366,-3.5,Normal,None
37.725548,-121.042574,9.69,22.95,-2.62,-2.417,0.732,-0.02873,0.08065,-0.07519,-0.35,Normal,None
37.815836,-121.190932,5.19,125.14,-1.849,0.461,0.743,0.06159,0.0143,0.02806,-0.2,Normal,None
37.191545,-121.430648,0.29,62.48,-1.729,1.739,0.478,0.02947,-0.02319,0.09567,-2.25,Normal,None
37.350026,-121.696099,15.61,211.58,0.408,0.112,0.537,-0.09482,0.09304,0.08827,-4.97,Normal,None
37.915346,-121.076856,1.8,321.19,-1.918,2.874,-0.37,0.05405,0.0196,-0.02767,4.4,Normal,None
37.628265,-121.340721,7.82,184.61,0.631,-0.614,0.992,0.07807,-0.0971,0.03012,-1.95,Normal,None
37.319559,-121.744232,15.32,39.94,-0.243,1.52,0.129,0.09556,0.0133,-0.06664,-4.87,Normal,None
37.624089,-121.310242,13.87,273.11,2.284,-1.478,0.075,-0.03258,0.02716,-0.02449,-4.63,Normal,None
37.790147,-121.356902,21.53,115.12,-1.243,0.475,0.001,-0.00533,0.09088,-0.02671,3.87,Normal,None
37.935935,-121.775285,28.73,268.6,-1.415,-2.698,-0.105,0.00896,0.08351,-0.08497,0.78,Normal,None
37.014416,-121.780423,18.1,48.38,2.805,-1.258,-0.119,0.01806,-0.07564,-0.04713,-4.5,Normal,None
37.434341,-121.844439,14.8,312.29,-2.329,-0.73,-0.262,0.00774,-0.05548,-0.08683,2.52,Normal,None
37.257161,-121.841535,20.89,188.89,1.985,-1.521,-0.089,0.0753,0.09894,-0.09707,1.83,Normal,None
37.785958,-121.746651,19.77,77.25,-1.827,-1.246,0.044,0.02062,0.09539,-0.03852,1.49,Normal,None
37.000466,-121.924936,6.13,275.56,-2.316,1.574,0.371,-0.07831,0.01001,0.08682,4.67,Normal,None
37.767522,-121.987378,7.28,215.54,-0.373,2.423,0.815,-0.0311,-0.091,0.0015,-3.75,Normal,None
37.930252,-121.013318,29.32,56.59,-0.187,-2.66,0.343,-0.09491,-0.09642,0.01755,-2.89,Normal,None
37.892603,-121.013647,19.75,357.01,-0.599,-1.109,0.417,-0.00991,-0.05608,-0.07088,-1.74,Normal,None
37.70646,-121.547232,0.55,268.97,-0.05,0.848,0.572,0.04711,-0.04478,0.08432,-0.25,Normal,None
37.81581,-121.505572,15.13,43.46,1.9,-2.853,0.342,-0.08356,-0.0516,0.08601,3.76,Normal,None
37.355471,-121.912868,2.86,320.05,0.246,-2.795,-0.655,-0.09437,0.02156,0.08763,3.05,Normal,None
37.976533,-121.233298,6.64,353.58,2.288,1.46,0.027,0.01584,0.01822,-0.06877,-4.84,Normal,None
37.750561,-121.237,23.81,52.96,1.515,-1.543,0.785,0.09076,-0.05243,-0.08991,-3.6,Normal,None
37.54057,-121.762006,6.5,35.72,2.234,0.564,-0.275,0.09719,0.06801,0.0915,2.85,Normal,None
37.452483,-121.006463,7.61,211.77,2.622,1.984,-0.493,-0.05572,0.0662,-0.04614,3.1,Normal,None
37.260718,-121.975709,8.34,9.64,0.792,-2.099,-0.998,0.0651,-0.08975,-0.09097,0.65,Normal,None
37.357048,-121.443638,7.63,177.73,2.81,-2.14,-0.173,0.04369,-0.08907,0.09324,4.03,Normal,None
37.106008,-121.141735,28.78,329.45,-2.873,0.118,-0.95,0.07202,0.08574,-0.02725,-0.84,Normal,None
37.46974,-121.806112,15.63,247.94,0.109,2.076,-0.641,-0.07919,-0.01538,-0.00517,1.83,Normal,None
37.032802,-121.339944,23.61,150.93,-1.289,-0.217,-0.279,0.08319,-0.00314,-0.0285,-2.11,Normal,None
37.377975,-121.298276,6.08,83.2,1.167,2.276,-0.076,-0.05874,-0.09341,0.04935,-2.32,Normal,None
37.567221,-121.02427,29.28,352.14,-2.881,-2.65,0.932,-0.05337,-0.03984,-0.00108,2.53,Normal,None
37.033523,-121.4318,2.93,191.71,-2.759,2.273,0.642,0.06237,-0.07166,0.05451,4.18,Normal,None
37.810545,-121.330514,27.99,63.34,-1.743,-2.091,0.348,0.03963,0.09023,0.03361,-0.69,Normal,None
37.994522,-121.665062,19.6,336.77,1.737,-1.25,0.264,-0.0188,-0.02061,-0.06526,-2.73,Normal,None
37.245295,-121.473783,7.11,335.53,-0.776,2.789,0.905,0.01645,0.09475,-0.09742,0.95,Normal,None
37.912484,-121.811973,22.44,30.15,-2.424,-0.533,-0.091,-0.08938,0.05875,0.06967,-2.52,Normal,None
37.085819,-121.972864,29.71,188.71,1.514,-0.008,-0.344,-0.03685,-0.08902,-0.0791,2.77,Normal,None
37.718813,-121.806872,6.2,209.28,-0.721,2.554,0.873,-0.09658,0.09577,-0.00943,-3.26,Normal,None
37.426814,-121.440568,14.57,156.93,-0.549,-1.021,-0.767,-0.06124,-0.08484,-0.03529,3.17,Normal,None
37.487617,-121.603114,29.58,282.93,2.552,0.147,0.089,0.09018,-0.09799,-0.03627,2.82,Normal,None
37.985224,-121.032794,29.14,230.7,1.901,-1.501,0.743,0.07027,-0.02817,-0.00129,3.73,Normal,None
37.835993,-121.721808,28.23,53.89,1.053,1.994,-0.566,-0.06381,-0.04317,-0.08913,3.71,Normal,None
37.43896,-121.122267,13.97,358.92,-1.9,-1.821,0.548,-0.02551,0.04084,-0.05376,-4.99,Normal,None
37.253741,-121.826959,24.01,126.19,2.015,0.34,0.397,-0.02943,-0.0905,0.0787,-0.58,Normal,None
37.415187,-121.573103,18.29,210.95,1.996,0.043,0.385,-0.09623,-0.02653,-0.01403,-4.52,Normal,None
37.75507,-121.326164,26.54,117.94,-2.121,-0.197,0.539,-0.00925,0.08443,0.0284,2.05,Normal,None
37.485724,-121.809612,9.23,1.99,-1.304,1.422,-0.976,0.08515,0.06135,0.01078,4.03,Normal,None
37.934437,-121.723335,0.2,220.71,0.748,1.725,0.304,-0.03616,-0.05274,0.05412,3.11,Normal,None
37.182935,-121.287078,1.78,258.89,1.151,2.85,-0.566,-0.02121,0.02023,0.07233,3.45,Normal,None
37.590449,-121.193319,22.02,108.17,2.126,2.848,0.86,0.07579,-0.05069,-0.07996,1.44,Normal,None
37.897182,-121.056282,14.35,180.22,-0.435,-2.641,0.073,0.06728,-0.01821,-0.01236,-1.25,Normal,None
37.244522,-121.055549,19.55,326.52,-2.935,0.536,-0.028,-0.03987,0.07976,0.00533,-4.77,Normal,None
37.860893,-121.929116,8.64,37.66,2.896,-2.153,0.519,-0.09698,0.02697,0.06038,-0.46,Normal,None
37.305076,-121.77833,27.53,245.04,-1.24,1.376,-0.71,-0.0824,-0.02371,0.08053,1.55,Normal,None
37.50219,-121.187578,18.76,339.96,-2.249,-0.873,-0.125,0.0416,0.05535,-0.04026,-0.83,Normal,None
37.707059,-121.936955,16.82,300.37,-2.748,-1.832,-0.407,0.05892,0.01822,0.09542,2.62,Normal,None
37.814611,-121.813764,25.49,125.14,2.113,0.642,0.376,0.08647,-0.091,0.07709,-0.47,Normal,None
37.954143,-121.906359,8.9,279.82,-1.492,-0.707,-0.45,-0.0378,-0.02857,0.0077,1.01,Normal,None
37.236584,-121.157648,9.38,219.4,-0.475,-0.829,-0.627,-0.05367,-0.0926,0.06262,-2.65,Normal,None
37.148956,-121.807871,4.16,201.65,2.597,2.246,0.48,0.01965,0.09822,0.0374,-1.08,Normal,None
37.421812,-121.838741,19.83,191.69,-2.002,-2.662,-0.3,0.07094,-0.00159,-0.03062,2.75,Normal,None
37.12832,-121.194661,25.73,182.78,-2.005,1.773,0.921,-0.0393,-0.03467,0.08345,-1.37,Normal,None
37.070093,-121.865409,1.93,357.2,0.618,-2.581,-0.982,-0.01786,0.05394,0.01023,-2.71,Normal,None
37.760877,-121.405291,18.55,94.22,-1.36,-1.938,-0.915,0.00438,-0.09606,0.04781,4.53,Normal,None
37.736082,-121.257698,22.19,73.79,0.615,2.753,0.992,-0.01893,-0.06488,0.07082,1.07,Normal,None
37.209555,-121.473835,25.21,199.71,-1.007,-0.477,-0.61,0.06661,-0.01496,0.08857,-3.4,Normal,None
37.629769,-121.292587,2.69,265.91,1.842,1.029,0.037,0.02802,0.07039,0.08053,2.94,Normal,None
37.364073,-121.087386,16.08,70.85,2.569,-1.557,0.305,0.05236,-0.01033,0.07576,-4.89,Normal,None
37.907783,-121.478585,22.66,246.56,-1.681,-2.882,-0.959,-0.05157,-0.06782,0.08401,-2.7,Normal,None
37.264374,-121.022976,6.07,75.85,-1.118,-0.706,0.494,-0.06062,-0.06442,0.07967,-2.66,Normal,None
37.200246,-121.601181,2.39,29.58,-0.595,1.618,0.204,-0.09518,-0.03205,-0.04817,0.68,Normal,None
37.565585,-121.281418,14.56,226.35,2.918,0.224,0.957,-0.06974,-0.03111,-0.03572,-0.58,Normal,None
37.548377,-121.101887,5.22,91.65,-2.134,-1.95,-0.402,-0.00346,-0.03548,-0.01656,-3.53,Normal,None
37.520593,-121.513316,9.1,166.34,-2.227,2.696,0.581,0.07424,-0.02683,-0.05884,-2.64,Normal,None
37.077132,-121.656313,10.33,116.34,-2.59,-0.751,-0.748,-0.0569,-0.05125,0.049,-0.31,Normal,None
37.94212,-121.614265,1.44,8.91,-1.317,-0.389,-0.045,0.06809,-0.0454,0.09915,-2.51,Normal,None
37.517752,-121.718542,19.68,221.71,1.156,0.719,-0.808,0.06649,0.00281,0.08954,-4.58,Normal,None
37.79032,-121.220043,12.98,222.19,-1.588,0.471,0.159,0.06428,-0.00585,-0.0559,4.74,Normal,None
37.393999,-121.756567,28.09,237.14,0.567,-2.996,0.867,0.07728,0.07318,0.04781,-3.68,Normal,None
37.694818,-121.053425,29.91,221.83,2.429,-2.104,0.685,0.00087,-0.09591,0.01108,4.4,Normal,None
37.746063,-121.904806,5.53,247.68,2.531,-2.999,-0.262,-0.01867,-0.04397,-0.08161,3.11,Normal,None
37.017725,-121.340901,7.47,215.34,2.368,-1.969,0.849,0.04658,0.02751,0.08664,-4.32,Normal,None
37.489332,-121.279491,27.43,126.63,0.383,2.904,-0.715,0.09247,0.02896,0.03196,-3.81,Normal,None
37.96781,-121.130053,5.48,353.52,-0.221,-2.162,-0.804,0.06017,0.06374,0.06316,3.44,Normal,None
37.329916,-121.82487,19.98,353.54,-0.686,-2.433,0.664,-0.00341,0.05372,0.05754,-2.38,Normal,None
37.370414,-121.528387,29.09,174.94,-1.853,1.649,0.955,-0.06757,0.08141,-0.01171,-1.85,Normal,None
37.316804,-121.95577,2.54,160.95,-0.672,0.862,0.152,0.00674,-0.07892,0.03757,2.36,Normal,None
37.815529,-121.32812,23.44,264.68,-0.31,-1.434,-0.071,0.0517,-0.06156,0.03194,4.34,Normal,None
37.027475,-121.494593,13.68,160.57,2.084,-0.835,0.53,0.02674,-0.00371,0.09085,-4.23,Normal,None
37.12205,-121.93428,25.67,35.58,0.904,0.853,-0.651,-0.05626,0.0679,0.07139,1.27,Normal,None
37.00977,-121.884021,16.53,254.32,0.437,2.78,0.855,0.0345,-0.04522,0.01765,-1.46,Normal,None
37.994995,-121.423972,23.04,13.31,-2.433,-2.169,-0.421,0.07221,0.01033,-0.03623,-4.06,Normal,None
37.113086,-121.527171,15.12,154.18,0.387,2.849,0.045,-0.09924,0.05483,-0.07434,-1.68,Normal,None
37.725152,-121.170244,25.35,298.16,-1.073,2.541,0.345,-0.00183,0.02002,0.02144,-1.36,Normal,None
37.783198,-121.486864,1.32,258.04,-2.737,-0.59,-0.099,-0.05333,0.00124,0.05132,2.23,Normal,None
37.84173,-121.679121,7.34,161.99,-0.79,0.41,-0.296,-0.06621,0.07571,0.02726,3.01,Normal,None
37.551994,-121.007685,6.76,258.36,-0.467,1.094,0.402,-0.00573,0.0832,0.04954,-3.76,Normal,None
37.436244,-121.445793,11.24,187.69,1.687,1.911,-0.511,-0.08152,-0.0112,-0.03804,1.55,Normal,None
37.168873,-121.436655,5.63,312.97,0.668,1.545,-0.174,-0.03248,-0.03033,-0.05445,1.48,Normal,None
37.517078,-121.99085,26.1,264.34,-2.83,-0.268,-0.167,-0.02691,0.05422,-0.02942,0.07,Normal,None
37.429675,-121.07957,10.74,272.96,-2.018,1.272,-0.257,-0.09523,0.0409,0.0053,-1.56,Normal,None
37.689099,-121.995901,8.74,275.84,-2.352,2.349,0.895,0.09067,0.05416,-0.01031,-0.95,Normal,None
37.414582,-121.140672,23.92,11.09,0.608,2.025,-0.337,-0.00287,0.05555,0.07883,-2.43,Normal,None
37.960882,-121.69885,4.02,277.05,2.398,2.37,-0.257,-0.00173,0.06992,0.00912,1.09,Normal,None
37.657318,-121.73325,11.2,317.59,-0.375,1.628,0.597,0.04413,0.04876,-0.03905,0.23,Normal,None
37.54725,-121.979359,28.67,280.91,1.412,-2.608,0.973,-0.09112,0.052,0.07575,1.69,Normal,None
37.042085,-121.658174,25.68,37.08,0.855,-1.664,0.193,-0.0357,-0.00282,-0.01276,0.51,Normal,None
37.882698,-121.821027,2.76,204.39,1.406,0.333,0.136,-0.00349,-0.00767,0.04871,-2.69,Normal,None
37.896194,-121.618552,8.85,177.1,-2.06,-0.814,0.358,-0.01351,0.05012,-0.08031,-2.35,Normal,None
37.682374,-121.537987,25.01,34.89,-0.238,0.621,0.997,-0.07075,-0.05148,0.0975,1.5,Normal,None
37.877864,-121.281426,11.79,282.67,-1.68,0.174,0.048,0.07989,0.09676,0.07733,-2.18,Normal,None
37.436557,-121.004562,28.46,319.82,1.625,1.765,-0.377,0.08614,-0.03293,0.02535,-2.95,Normal,None
37.09998,-121.530354,19.74,148.02,2.781,-2.138,-0.324,-0.011,0.06931,-0.02863,0.42,Normal,None
37.379779,-121.69639,28.46,28.13,-2.165,-0.933,-0.543,0.07591,-0.03424,0.08736,0.29,Normal,None
37.216158,-121.038837,1.32,130.97,-1.147,2.409,0.525,-0.03179,-0.08896,-0.03952,-3.82,Normal,None
37.256695,-121.685202,28.34,337.19,-1.546,1.699,0.387,-0.0195,0.09836,0.09278,2.56,Normal,None
37.058543,-121.359248,3.35,128.5,0.439,-2.364,-0.038,0.0184,-0.03831,-0.06825,-0.57,Normal,None
37.106176,-121.970891,7.59,71.32,-1.478,-1.017,-0.729,0.0581,0.08227,0.05407,-4.26,Normal,None
37.412358,-121.55263,16.68,97.64,2.521,-0.003,0.213,-0.06625,-0.05492,0.01851,-3.3,Normal,None
37.701016,-121.310809,8.16,301.41,1.36,2.491,0.13,-0.01542,0.04683,-0.02337,1.53,Normal,None
37.95135,-121.58008,11.21,262.49,0.531,-0.949,0.518,0.05949,0.0366,-0.04762,1.28,Normal,None
37.027204,-121.422463,18.04,96.75,2.377,-2.688,-0.636,-0.01395,-0.08658,-0.02019,-3.96,Normal,None
37.71571,-121.034663,14.13,259.38,-0.847,-0.68,-0.297,-0.09811,-0.01794,0.09213,1.62,Normal,None
37.874354,-121.463756,19.26,256.58,0.299,2.08,0.17,0.08198,0.01308,0.04537,-2.32,Normal,None
37.761728,-121.342404,18.84,243.99,-2.966,0.668,0.314,-0.06514,-0.06662,-0.00364,-3.08,Normal,None
37.804815,-121.533335,21.2,267.73,0.85,-0.026,0.779,0.05894,-0.02267,0.01297,2.9,Normal,None
37.028558,-121.521683,23.95,45.52,0.977,-1.239,-0.01,-0.06282,0.0789,0.01788,2.81,Normal,None
37.76681,-121.253567,8.4,92.69,1.483,-0.025,0.286,0.09494,-0.00077,-0.09194,4.99,Normal,None
37.583079,-121.428123,20.16,20.86,-2.475,-1.816,0.6,-0.00796,0.03912,0.06261,-0.15,Normal,None
37.16661,-121.139202,7.93,287.31,-0.416,-2.808,0.922,0.01391,0.02121,-0.06018,-3.34,Normal,None
37.874302,-121.814218,25.43,273.42,-0.835,0.185,-0.319,-0.00066,0.04642,0.00852,-3.66,Normal,None
37.024282,-121.139184,17.77,46.36,0.049,2.203,0.33,-0.09202,-0.02861,-0.02645,1.03,Normal,None
37.845718,-121.551167,2.0,328.77,1.561,-0.388,-0.19,-0.0754,-0.04785,-0.06147,2.29,Normal,None
37.401264,-121.544418,19.81,282.75,-0.505,-0.654,-0.148,0.07416,-0.01102,0.0766,4.18,Normal,None
37.699007,-121.033965,1.77,230.3,-1.451,1.838,0.496,0.07573,0.09583,0.08167,-1.44,Normal,None
37.894935,-121.635826,12.57,309.7,0.47,1.118,0.47,-0.03097,-0.04014,-0.00662,1.47,Normal,None
37.783074,-121.778228,11.46,13.1,-2.895,-0.783,0.059,-0.08421,-0.05453,0.06306,-3.0,Normal,None
37.186989,-121.557802,10.84,264.2,-0.734,2.123,-0.194,-0.02315,0.0428,-0.06461,-4.14,Normal,None
37.40767,-121.624471,1.93,162.16,-0.585,-2.856,0.131,0.02694,0.09371,0.07663,-4.52,Normal,None
37.49168,-121.837947,7.54,275.02,0.02,-2.668,-0.366,0.0114,-0.04548,0.00078,2.73,Normal,None
37.583183,-121.896498,17.1,227.38,-0.477,1.977,0.772,0.036,-0.00444,-0.0425,-0.19,Normal,None
37.147361,-121.862369,28.59,92.36,1.284,-0.272,-0.727,0.00418,-0.02738,0.03058,3.39,Normal,None
37.692285,-121.992039,5.45,109.42,1.729,2.965,0.059,-0.05685,-0.04775,-0.06135,2.8,Normal,None
37.030756,-121.334674,7.16,186.69,0.509,0.188,0.397,-0.05589,-0.01733,-0.01016,-0.99,Normal,None
37.445462,-121.550007,20.28,294.54,0.275,1.352,-0.039,-0.07486,-0.07768,-0.07188,4.92,Normal,None
37.287635,-121.905466,25.75,121.11,1.02,1.552,0.494,-0.09768,0.0062,-0.04257,-3.67,Normal,None
37.563271,-121.032836,1.28,261.27,1.477,2.828,-0.482,-0.01548,0.05266,-0.09139,2.95,Normal,None
37.41233,-121.56162,9.15,293.17,2.968,2.81,-0.297,-0.0564,0.0707,0.01096,-3.65,Normal,None
37.605103,-121.107729,6.28,10.12,0.335,2.577,0.543,-0.0888,0.04267,0.01794,3.25,Normal,None
37.19095,-121.816218,17.2,88.88,1.611,1.091,0.574,0.01141,0.01031,-0.03976,-1.18,Normal,None
37.9109,-121.192489,6.5,295.1,0.032,-2.8,-0.759,0.0671,-0.0537,-0.03579,-2.76,Normal,None
37.386886,-121.114865,5.39,38.07,2.529,2.485,-0.829,-0.06085,-0.05372,-0.06348,-0.02,Normal,None
37.838375,-121.046163,19.51,245.79,2.829,-2.964,0.562,-0.05676,0.00175,-0.02213,2.69,Normal,None
37.39121,-121.435067,5.64,83.87,2.009,-0.609,0.118,0.0004,-0.02999,0.06678,-2.2,Normal,None
37.594046,-121.375423,21.01,168.15,2.37,-1.586,0.391,-0.08119,-0.05138,0.04761,-4.62,Normal,None
37.743731,-121.371147,13.93,277.12,0.908,-2.658,0.827,0.08645,0.0235,0.00485,-1.23,Normal,None
37.803246,-121.199005,4.23,179.08,-2.932,2.737,-0.143,-0.08074,0.03522,-0.03062,-2.35,Normal,None
37.996394,-121.318273,11.97,33.01,-1.632,1.735,0.249,-0.08255,-0.03963,0.0689,-1.44,Normal,None
37.148438,-121.130393,18.8,291.8,2.647,-2.962,0.579,-0.06718,0.01605,-0.06174,2.09,Normal,None
37.608712,-121.617595,22.47,129.15,2.425,1.659,0.217,-0.05386,0.04065,-0.01118,-4.61,Normal,None
37.458705,-121.462531,9.39,281.03,-0.787,-0.385,0.779,0.09903,-0.08162,-0.07652,-0.72,Normal,None
37.033017,-121.311109,6.72,188.42,2.421,1.196,0.289,-0.01697,0.07227,-0.03192,3.61,Normal,None
37.401734,-121.44044,14.27,93.67,2.454,1.151,0.87,-0.00271,-0.01332,0.08605,3.04,Normal,None
37.006463,-121.502565,11.75,340.6,0.834,1.656,-0.992,0.08184,0.00686,-0.00777,-1.79,Normal,None
37.964915,-121.963815,0.93,9.8,-2.018,0.045,-0.771,0.07937,-0.05372,-0.06979,0.63,Normal,None
37.759224,-121.863873,9.19,110.41,1.476,0.12,0.078,-0.06249,0.03121,-0.03693,-2.93,Normal,None
37.063661,-121.941276,25.77,1.78,2.321,-1.506,-0.378,-0.08916,0.01788,0.09058,1.05,Normal,None
37.720631,-121.482152,9.07,340.65,-2.056,2.882,-0.377,-0.02659,0.01866,-0.0926,3.52,Normal,None
37.675801,-121.7745,4.83,78.25,-0.552,2.359,0.218,-0.07908,-0.02928,0.07243,0.9,Normal,None
37.854471,-121.119443,6.07,178.3,-2.813,2.877,0.096,-0.06619,-0.06173,-0.09673,0.52,Normal,None
37.882919,-121.224826,13.42,305.51,0.001,2.156,0.858,0.01363,-0.09873,-0.02757,-1.24,Normal,None
37.627311,-121.995942,8.81,92.66,2.515,-0.825,0.88,-0.03434,-0.07071,-0.08993,-2.24,Normal,None
37.00645,-121.398293,6.34,230.51,1.808,-2.557,0.346,-0.0657,0.09165,0.0032,2.99,Normal,None
37.837076,-121.462139,22.74,265.96,-0.084,-1.271,-0.842,-0.02764,0.06172,0.00559,-3.71,Normal,None
37.973727,-121.419278,6.75,6.75,-2.716,-0.901,-0.355,-0.03292,0.05334,-0.07361,1.84,Normal,None
37.330136,-121.642963,13.01,20.07,0.545,-2.852,-0.315,0.00148,0.01321,-0.0436,3.46,Normal,None
37.311837,-121.910296,15.67,100.42,-2.16,1.272,0.401,0.01169,-0.05031,0.03085,2.28,Normal,None
37.744955,-121.638387,6.67,354.62,-1.091,2.571,0.708,0.04627,-0.06471,0.09959,0.48,Normal,None
37.878005,-121.139019,23.52,158.25,-1.076,-2.444,-0.042,0.01925,0.04818,-0.06048,1.94,Normal,None
37.406725,-121.040572,29.28,126.12,-0.643,-2.932,0.646,0.05002,0.04468,-0.07117,-2.96,Normal,None
37.901793,-121.405462,26.06,267.67,2.637,1.325,-0.08,-0.0072,-0.06204,0.01276,0.34,Normal,None
37.403959,-121.936094,2.33,119.58,-0.288,2.955,0.52,0.06279,-0.07352,-0.05941,2.87,Normal,None
37.139986,-121.712304,16.53,32.34,-0.415,2.81,0.324,0.03885,-0.09652,0.02192,3.3,Normal,None
37.043469,-121.158786,10.41,357.84,-0.645,-2.326,-0.379,-0.08749,0.05708,0.05993,-3.33,Normal,None
37.291951,-121.237827,10.97,130.43,-0.49,-0.18,-0.605,-0.02648,-0.05302,-0.06737,3.28,Normal,None
37.773801,-121.705359,20.6,66.57,1.386,1.272,-0.253,0.05383,0.04787,0.01298,3.16,Normal,None
37.705016,-121.743888,16.63,31.37,-0.163,-2.542,-0.105,0.00479,0.09359,-0.00156,-4.22,Normal,None
37.200708,-121.9144,23.99,50.95,2.686,0.979,-0.941,-0.05957,0.01872,-0.03078,3.35,Normal,None
37.252701,-121.834021,20.51,173.12,2.193,2.601,-0.31,0.06432,0.06445,0.08427,4.4,Normal,None
37.974089,-121.232083,1.05,265.29,-1.099,2.564,0.942,-0.02142,-0.03461,0.05418,1.85,Normal,None
37.254936,-121.769663,4.57,159.95,1.249,-1.982,0.212,-0.00811,-0.00073,-0.06296,3.58,Normal,None
37.793756,-121.149841,10.38,119.21,-0.976,2.975,-0.314,0.03652,-0.0311,0.02681,-1.78,Normal,None
37.519288,-121.656087,6.63,193.47,-1.785,-1.528,0.51,0.02719,-0.03376,0.00691,1.24,Normal,None
