X,Y,Z,Intensity,Threat_Type,Attack_Severity
-34.771,-29.341,4.989,223.88,Normal,None
-1.712,48.019,-4.172,46.255,Normal,None
-36.414,-49.319,-4.769,78.458,Normal,None
8.123,-14.281,4.428,140.058,Normal,None
43.978,1.377,-2.244,213.331,Normal,None
26.523,-0.967,4.911,79.951,Normal,None
4.254,43.247,2.875,225.09,Normal,None
22.234,12.216,0.749,25.377,Normal,None
-11.935,-47.736,-2.646,90.157,Normal,None
-21.916,-23.093,-3.639,103.885,Normal,None
15.234,-32.553,0.974,133.132,Normal,None
5.769,-43.827,-0.295,176.183,Normal,None
-30.622,29.892,2.748,112.859,Normal,None
-45.687,28.903,3.364,25.475,Normal,None
-34.851,49.715,4.11,35.586,Normal,None
8.375,-11.251,0.219,210.016,Normal,None
-39.982,-22.223,-0.249,171.921,Normal,None
1.474,-14.003,3.182,110.114,Normal,None
23.853,22.234,3.235,169.766,Normal,None
20.359,18.987,4.955,46.841,Normal,None
-33.995,-42.393,-0.175,41.032,Normal,None
-30.614,-30.174,-4.066,250.136,Normal,None
0.342,-44.646,-4.916,15.244,Normal,None
12.856,-24.142,-2.987,178.431,Normal,None
-22.698,3.011,1.493,112.677,Normal,None
24.768,37.909,-1.137,29.285,Normal,None
9.145,-5.738,3.29,203.873,Normal,None
-45.233,29.044,3.237,129.005,Normal,None
0.595,32.757,-3.236,15.388,Normal,None
32.433,28.284,0.932,188.984,Normal,None
-10.764,27.736,3.444,28.045,Normal,None
-15.254,-43.593,-4.057,83.34,Normal,None
40.56,44.62,-0.351,32.909,Normal,None
2.692,-19.81,-4.531,128.499,Normal,None
-49.873,12.66,3.53,135.65,Normal,None
-29.27,25.145,4.878,12.057,Normal,None
34.256,28.669,4.01,145.484,Normal,None
46.383,-40.468,-4.559,90.333,Normal,None
-26.422,42.759,-0.467,195.144,Normal,None
-34.764,-19.554,1.297,239.807,Normal,None
-29.912,48.585,-2.734,229.796,Normal,None
16.198,-36.986,-2.411,10.812,Normal,None
32.155,-49.598,4.447,125.303,Normal,None
14.54,0.115,3.618,1.261,Normal,None
-31.37,-39.083,0.73,78.318,Normal,None
8.147,4.817,-1.571,223.527,Normal,None
12.417,-4.154,-3.079,91.907,Normal,None
-24.092,-16.567,4.342,36.722,Normal,None
-22.888,29.043,4.119,30.085,Normal,None
-2.646,-12.81,-3.792,227.256,Normal,None
-3.152,12.12,3.981,4.024,Normal,None
-27.579,-17.258,-2.222,169.526,Normal,None
3.041,-31.289,2.688,23.103,Normal,None
-8.898,-48.482,3.291,216.482,Normal,None
-13.929,15.289,1.406,171.867,Normal,None
-9.028,-23.464,-2.259,154.082,Normal,None
37.942,1.288,-2.863,65.349,Normal,None
25.694,-13.586,-4.82,229.372,Normal,None
43.716,3.505,2.276,127.794,Normal,None
29.84,45.014,0.411,186.504,Normal,None
39.869,28.063,-1.298,158.076,Normal,None
48.678,7.415,4.686,51.029,Normal,None
-32.304,-27.116,3.502,110.677,Normal,None
15.031,-1.757,-1.121,139.013,Normal,None
24.132,4.825,-4.329,229.823,Normal,None
-15.58,-42.987,-2.239,34.621,Normal,None
-37.081,35.343,0.614,171.843,Normal,None
47.562,25.517,-3.765,49.493,Normal,None
-10.31,45.737,4.145,150.432,Normal,None
-34.397,8.164,2.107,145.73,Normal,None
-28.393,-26.181,4.753,244.893,Normal,None
-22.63,27.679,-2.281,87.967,Normal,None
-21.075,14.873,-2.966,180.507,Normal,None
-17.423,-30.304,4.064,102.081,Normal,None
38.522,-7.393,0.279,61.866,Normal,None
-19.323,46.857,3.883,170.673,Normal,None
24.634,-46.949,4.505,227.561,Normal,None
-2.914,8.344,-1.447,246.041,Normal,None
44.075,-0.417,-0.962,249.937,Normal,None
-16.41,-24.51,1.51,31.98,Normal,None
-35.923,32.815,2.401,237.241,Normal,None
9.984,15.513,3.698,161.956,Normal,None
26.589,0.851,2.918,67.791,Normal,None
-19.793,-29.611,-2.855,79.324,Normal,None
-8.549,-2.248,-0.656,223.136,Normal,None
-23.643,-43.497,-2.325,76.573,Normal,None
7.585,-37.965,-4.54,198.515,Normal,None
45.06,-41.62,2.559,194.769,Normal,None
-27.366,-15.046,4.522,42.06,Normal,None
31.546,-30.198,-4.602,80.665,Normal,None
-30.493,-35.667,0.027,193.784,Normal,None
35.349,18.197,-0.425,213.08,Normal,None
-2.171,-43.59,1.891,32.094,Normal,None
-38.77,-8.433,2.353,199.187,Normal,None
25.967,-21.738,-2.579,70.534,Normal,None
20.23,-33.026,4.319,209.763,Normal,None
-41.034,-46.446,1.868,32.602,Normal,None
-29.381,-28.414,-4.277,194.463,Normal,None
6.905,7.623,3.321,183.857,Normal,None
-20.036,29.419,-2.033,144.04,Normal,None
1.487,27.36,-1.729,126.203,Normal,None
14.185,-23.529,3.485,124.19,Normal,None
-30.283,1.097,0.994,241.703,Normal,None
43.551,-32.911,0.759,138.405,Normal,None
38.579,10.779,-0.563,253.184,Normal,None
40.433,-49.009,-1.879,175.898,Normal,None
-24.39,-22.34,-4.406,174.178,Normal,None
-31.752,47.141,4.434,58.745,Normal,None
-47.043,-29.748,-4.532,174.188,Normal,None
-42.507,-26.782,-0.222,68.075,Normal,None
33.411,47.708,0.268,233.889,Normal,None
-11.129,27.722,1.373,237.476,Normal,None
-17.538,-21.55,1.715,214.917,Normal,None
21.942,-25.289,-4.54,51.189,Normal,None
26.476,-24.394,-4.067,88.244,Normal,None
-42.559,10.483,0.744,49.516,Normal,None
44.423,43.785,-0.532,69.764,Normal,None
44.257,1.636,4.895,91.32,Normal,None
-31.922,-39.898,-0.726,126.227,Normal,None
21.178,-43.436,2.033,207.236,Normal,None
48.382,-11.743,-0.726,211.304,Normal,None
38.562,-33.08,-2.269,108.304,Normal,None
-25.625,24.881,3.066,69.039,Normal,None
13.763,-49.218,-1.062,217.241,Normal,None
-0.956,37.222,0.608,129.039,Normal,None
-2.769,-38.942,1.322,172.154,Normal,None
-43.062,-5.754,2.283,127.78,Normal,None
0.418,36.858,-4.685,15.91,Normal,None
37.715,30.38,2.132,170.899,Normal,None
48.561,-12.483,-4.822,100.796,Normal,None
14.686,37.882,1.247,197.413,Normal,None
-39.855,35.137,-4.236,124.41,Normal,None
28.57,-14.604,-2.164,22.489,Normal,None
-29.155,-38.389,-3.059,125.738,Normal,None
16.235,3.67,-3.074,126.433,Normal,None
-9.747,49.356,0.028,178.876,Normal,None
7.569,-44.161,1.562,222.308,Normal,None
-34.773,5.447,-1.477,63.537,Normal,None
20.804,-22.104,2.645,36.979,Normal,None
-15.811,34.52,-0.477,204.294,Normal,None
-5.789,-36.833,-1.854,196.817,Normal,None
-34.278,39.266,-4.636,70.404,Normal,None
23.956,47.778,-2.717,195.392,Normal,None
0.201,20.502,4.679,23.75,Normal,None
-23.337,-3.354,4.403,94.157,Normal,None
21.261,-30.851,0.772,98.045,Normal,None
44.991,-25.053,-1.238,33.725,Normal,None
45.348,-40.018,-4.254,17.671,Normal,None
43.083,44.465,3.082,36.612,Normal,None
-41.041,-42.291,-0.316,251.331,Normal,None
-10.611,-28.663,2.229,21.676,Normal,None
-48.728,-26.946,-0.27,87.541,Normal,None
-14.174,-8.588,0.523,59.971,Normal,None
44.681,30.742,2.199,123.372,Normal,None
30.254,-22.886,-4.477,13.818,Normal,None
48.971,32.609,0.799,139.24,Normal,None
3.758,-12.116,-2.84,245.9,Normal,None
20.939,26.311,0.287,163.408,Normal,None
29.375,4.296,-3.28,61.141,Normal,None
8.758,-41.753,-4.513,69.825,Normal,None
5.502,-11.31,0.986,111.172,Normal,None
28.778,38.381,-3.427,226.629,Normal,None
36.3,-26.686,1.436,137.623,Normal,None
2.07,-17.666,2.72,176.377,Normal,None
-43.888,14.206,0.733,204.204,Normal,None
-21.886,-20.29,-4.766,40.016,Normal,None
-13.027,44.511,4.531,133.9,Normal,None
-25.374,-30.7,1.436,85.727,Normal,None
28.072,-14.276,1.058,176.055,Normal,None
-6.506,5.67,3.447,45.887,Normal,None
-29.57,-49.929,-1.542,244.724,Normal,None
-15.778,-9.649,-2.17,180.545,Normal,None
18.009,16.854,4.095,135.646,Normal,None
25.187,42.06,3.034,127.419,Normal,None
8.066,-2.602,-1.93,56.386,Normal,None
-27.387,25.5,-4.094,227.284,Normal,None
-3.367,16.173,2.504,40.856,Normal,None
-1.238,-46.421,1.714,216.573,Normal,None
3.592,-9.956,-2.371,128.158,Normal,None
-3.448,15.115,-1.109,141.243,Normal,None
3.945,-45.098,-1.903,140.183,Normal,None
-16.107,48.288,4.199,59.925,Normal,None
29.284,36.728,-4.296,141.883,Normal,None
41.796,-13.867,2.963,66.354,Normal,None
-42.751,-44.363,1.694,57.102,Normal,None
9.276,-32.841,-2.782,85.279,Normal,None
9.857,-19.849,0.701,66.334,Normal,None
34.37,-5.586,-1.835,74.639,Normal,None
42.489,15.57,-0.955,196.682,Normal,None
-6.659,-33.741,-3.609,80.663,Normal,None
-37.22,-1.943,1.467,44.654,Normal,None
7.951,32.995,-3.639,1.899,Normal,None
36.602,-11.311,1.469,145.544,Normal,None
-22.062,41.668,-1.274,183.904,Normal,None
7.644,31.922,-4.224,29.187,Normal,None
34.144,16.55,1.916,197.056,Normal,None
-27.341,17.793,3.635,130.707,Normal,None
23.717,-1.577,-1.813,152.964,Normal,None
27.845,40.911,-3.164,111.205,Normal,None
-21.725,-39.324,4.73,100.068,Normal,None
7.516,20.413,3.344,143.408,Normal,None
26.909,33.397,0.394,55.197,Normal,None
33.814,-14.146,4.159,48.733,Normal,None
38.251,-13.958,3.559,120.454,Normal,None
16.915,9.811,4.939,186.996,Normal,None
-40.035,-47.272,0.775,175.554,Normal,None
17.501,-48.796,-3.952,52.471,Normal,None
0.183,-38.464,2.965,38.489,Normal,None
-46.682,1.026,-3.791,200.268,Normal,None
9.314,-43.463,-4.902,21.178,Normal,None
11.441,-44.26,-4.338,81.026,Normal,None
28.15,-36.195,4.029,187.653,Normal,None
25.577,5.662,-3.285,70.533,Normal,None
42.191,17.033,-1.201,168.422,Normal,None
26.79,36.125,4.42,237.774,Normal,None
-44.512,34.447,-2.096,206.338,Normal,None
2.96,-31.497,-0.815,52.534,Normal,None
-3.1,-7.601,0.058,247.275,Normal,None
36.818,45.356,3.876,67.419,Normal,None
3.945,34.869,3.555,81.618,Normal,None
-20.657,-4.378,-2.978,222.188,Normal,None
23.503,35.251,-0.473,33.39,Normal,None
20.881,16.263,-0.781,100.0,Normal,None
41.714,6.104,-4.243,111.053,Normal,None
3.766,15.567,4.25,57.862,Normal,None
43.112,43.847,-1.946,156.403,Normal,None
48.959,49.32,3.295,115.095,Normal,None
11.163,-22.283,-0.325,35.094,Normal,None
28.485,31.832,0.465,60.953,Normal,None
-4.825,-40.081,2.977,104.831,Normal,None
-6.253,-40.463,-1.801,134.264,Normal,None
-47.385,47.675,4.057,209.735,Normal,None
-30.025,31.445,1.947,157.171,Normal,None
33.044,39.834,2.424,163.674,Normal,None
-49.654,17.467,-3.559,66.121,Normal,None
32.102,25.914,0.974,213.258,Normal,None
-12.63,6.656,1.86,147.301,Normal,None
41.685,29.027,4.741,243.807,Normal,None
-34.04,37.752,-4.402,112.595,Normal,None
-9.796,17.69,-4.602,140.87,Normal,None
46.365,-40.46,0.742,159.536,Normal,None
-19.815,19.702,0.065,63.023,Normal,None
-5.958,-37.41,1.172,17.379,Normal,None
-36.188,-28.187,3.994,25.464,Normal,None
40.28,3.11,-4.483,208.518,Normal,None
-43.06,-15.247,3.083,102.183,Normal,None
36.694,28.863,-0.858,238.454,Normal,None
-38.236,38.566,-1.594,205.046,Normal,None
38.083,15.098,0.457,83.857,Normal,None
49.19,-15.584,-0.998,195.918,Normal,None
-1.056,-4.566,3.573,45.293,Normal,None
49.558,31.238,-1.124,137.573,Normal,None
9.085,-45.259,-4.925,73.691,Normal,None
35.232,20.499,2.036,240.11,Normal,None
-5.103,-4.06,-0.431,168.56,Normal,None
-8.702,17.252,-3.289,213.5,Normal,None
17.166,7.248,-3.553,254.613,Normal,None
35.085,6.718,3.057,6.093,Normal,None
7.605,13.286,2.819,128.131,Normal,None
-21.832,-4.442,0.619,29.64,Normal,None
-20.199,6.429,-1.408,138.918,Normal,None
24.489,38.17,-2.562,236.709,Normal,None
-30.333,-49.178,-3.293,194.622,Normal,None
-6.604,-31.718,0.234,131.229,Normal,None
27.202,-40.033,-4.036,163.502,Normal,None
-11.241,48.393,3.186,252.53,Normal,None
-21.646,38.878,1.145,30.729,Normal,None
30.028,29.344,-4.824,104.58,Normal,None
38.214,-22.822,0.034,69.532,Normal,None
-4.548,49.568,-1.163,235.952,Normal,None
-28.348,39.405,4.645,9.609,Normal,None
36.125,9.567,-2.814,238.531,Normal,None
-30.071,-17.552,4.123,238.428,Normal,None
-13.841,-33.937,0.313,83.66,Normal,None
-34.303,32.772,-2.92,241.823,Normal,None
-44.267,-40.767,-3.233,138.099,Normal,None
-10.733,30.218,3.304,214.607,Normal,None
-31.171,11.518,2.385,24.243,Normal,None
49.435,12.204,-0.754,147.303,Normal,None
-13.573,-42.646,4.764,82.971,Normal,None
-4.788,48.007,-2.954,31.603,Normal,None
46.374,8.507,3.397,213.322,Normal,None
39.181,-46.536,3.412,90.832,Normal,None
2.237,8.532,-0.433,210.391,Normal,None
21.821,43.668,-4.488,4.162,Normal,None
32.579,15.176,4.52,63.525,Normal,None
-46.394,43.548,-2.972,168.53,Normal,None
-37.543,-4.49,-3.645,191.569,Normal,None
-7.559,-12.209,-1.84,212.644,Normal,None
6.19,-5.402,-1.688,156.71,Normal,None
-28.956,-18.51,3.635,236.619,Normal,None
-9.487,10.98,3.044,132.513,Normal,None
48.843,-33.122,-0.633,187.372,Normal,None
20.858,-14.555,4.574,225.435,Normal,None
-41.659,47.387,3.162,6.604,Normal,None
49.979,0.639,4.794,247.575,Normal,None
30.506,40.699,-2.399,61.593,Normal,None
14.315,42.857,-0.036,170.548,Normal,None
-47.333,11.931,4.987,64.208,Normal,None
-23.869,-4.142,0.583,131.72,Normal,None
12.204,44.385,-2.012,59.218,Normal,None
-1.861,40.199,-1.315,77.115,Normal,None
-39.729,39.519,-0.275,45.81,Normal,None
-3.441,18.528,1.426,97.192,Normal,None
21.451,33.749,-0.136,94.54,Normal,None
-4.345,-11.764,3.861,122.379,Normal,None
-40.278,24.795,-2.256,248.703,Normal,None
31.279,41.273,0.661,238.061,Normal,None
-0.192,8.151,-1.183,127.042,Normal,None
30.822,29.016,4.806,91.956,Normal,None
10.256,27.878,3.878,236.883,Normal,None
-22.334,11.334,0.094,225.156,Normal,None
-38.937,-21.694,3.127,183.309,Normal,None
24.657,3.358,3.212,177.461,Normal,None
-49.767,-5.105,-1.284,154.298,Normal,None
18.307,-40.612,1.348,68.483,Normal,None
-24.824,6.052,-1.152,169.999,Normal,None
-46.553,37.676,2.148,100.04,Normal,None
-16.004,29.187,-0.726,241.754,Normal,None
-29.346,41.236,3.929,174.412,Normal,None
-23.464,-1.496,0.263,232.695,Normal,None
-3.467,-44.12,-0.48,248.177,Normal,None
-17.377,-21.835,-3.197,72.721,Normal,None
48.901,28.559,3.081,32.538,Normal,None
-37.01,38.774,-2.351,244.477,Normal,None
-30.86,43.073,-1.975,147.679,Normal,None
10.564,27.715,-1.935,126.597,Normal,None
-44.14,37.154,2.216,250.684,Normal,None
-8.493,-18.44,4.735,64.389,Normal,None
36.951,-20.311,-3.904,13.145,Normal,None
-27.324,-13.225,-1.16,2.652,Normal,None
30.008,-31.023,4.602,60.841,Normal,None
-36.199,-13.197,-1.34,95.982,Normal,None
16.152,25.61,-0.218,50.029,Normal,None
42.728,-14.273,3.719,88.843,Normal,None
23.598,-13.024,-3.384,237.981,Normal,None
19.862,-43.495,-3.877,220.664,Normal,None
1.617,7.361,-2.792,96.817,Normal,None
0.364,-18.519,-2.314,98.317,Normal,None
-21.965,19.263,3.869,239.748,Normal,None
0.758,-0.577,1.655,121.208,Normal,None
-40.001,25.289,1.776,179.688,Normal,None
13.03,31.737,2.486,219.597,Normal,None
-44.71,15.706,1.052,222.078,Normal,None
-13.474,-22.351,1.375,4.766,Normal,None
42.467,10.368,1.488,107.866,Normal,None
-20.988,48.984,-0.697,60.306,Normal,None
8.634,46.714,0.678,90.083,Normal,None
-22.574,-28.549,0.531,243.528,Normal,None
-11.543,-46.533,-2.675,176.581,Normal,None
12.866,46.513,-1.612,222.922,Normal,None
-32.818,-46.389,1.869,176.007,Normal,None
10.805,-37.291,-4.672,147.485,Normal,None
7.253,-32.693,2.779,137.184,Normal,None
32.056,24.63,-1.213,11.217,Normal,None
25.665,42.861,-2.303,196.394,Normal,None
-25.681,-49.242,2.818,169.281,Normal,None
20.866,36.465,-0.962,150.808,Normal,None
5.222,-10.121,-4.163,92.343,Normal,None
-29.276,2.649,1.937,166.602,Normal,None
27.42,18.911,-3.942,213.423,Normal,None
23.871,27.582,-3.171,159.473,Normal,None
37.495,-7.16,3.531,54.489,Normal,None
25.17,19.943,2.239,35.326,Normal,None
-46.413,-31.141,2.328,46.584,Normal,None
0.38,44.531,1.533,242.369,Normal,None
38.892,4.997,0.044,72.759,Normal,None
35.735,33.229,-4.74,243.659,Normal,None
-14.43,-25.524,-4.556,141.494,Normal,None
-21.123,39.046,2.121,169.922,Normal,None
-49.357,28.705,4.471,157.777,Normal,None
-46.73,-32.182,-2.08,217.481,Normal,None
-38.636,-26.509,3.915,17.584,Normal,None
21.935,-34.958,-2.991,91.741,Normal,None
-7.533,-33.798,2.712,145.464,Normal,None
19.493,20.065,-4.627,50.651,Normal,None
-11.83,34.861,1.049,135.09,Normal,None
35.308,-20.222,-2.359,84.33,Normal,None
29.384,46.999,2.397,248.172,Normal,None
45.899,6.074,-2.425,147.013,Normal,None
-44.073,-4.906,2.492,147.276,Normal,None
23.737,-7.937,3.056,10.677,Normal,None
7.384,-0.776,2.961,115.25,Normal,None
45.979,38.811,2.886,114.993,Normal,None
8.06,10.869,3.366,55.893,Normal,None
35.926,17.849,2.547,238.627,Normal,None
-44.088,39.342,-3.235,219.057,Normal,None
11.911,-36.002,-1.363,243.497,Normal,None
41.118,1.44,-4.739,205.968,Normal,None
-44.773,-19.428,3.67,249.77,Normal,None
6.815,3.05,0.986,40.733,Normal,None
-17.212,49.146,1.355,78.358,Normal,None
-42.794,42.783,1.947,240.333,Normal,None
-19.533,-25.235,4.276,153.19,Normal,None
-37.847,-30.235,-1.271,235.375,Normal,None
40.144,5.258,2.341,12.722,Normal,None
-39.257,-39.36,-5.0,223.614,Normal,None
-32.682,29.428,-4.852,169.221,Normal,None
-15.579,18.534,1.33,36.379,Normal,None
-0.056,45.908,3.277,212.174,Normal,None
34.333,-44.645,4.189,138.631,Normal,None
-21.213,-39.534,-1.842,211.838,Normal,None
-13.132,-36.456,-1.815,247.678,Normal,None
-36.57,6.215,-0.828,239.715,Normal,None
-15.54,7.449,0.323,99.014,Normal,None
31.838,-29.408,3.468,239.189,Normal,None
-6.05,4.702,-4.938,102.968,Normal,None
17.191,4.532,-1.07,59.084,Normal,None
-16.747,32.766,-0.238,107.872,Normal,None
15.378,40.292,-1.368,42.8,Normal,None
25.071,-37.469,-1.415,248.341,Normal,None
-21.696,35.769,-4.255,89.503,Normal,None
-18.919,-16.771,1.734,75.239,Normal,None
-4.172,8.338,0.269,12.685,Normal,None
-17.88,-36.626,4.95,239.224,Normal,None
-44.452,16.875,3.608,162.247,Normal,None
-18.552,31.027,-2.677,122.613,Normal,None
-19.957,12.361,4.112,85.113,Normal,None
22.274,-7.957,3.144,139.709,Normal,None
-17.558,43.285,2.089,163.42,Normal,None
-35.621,39.46,-2.184,113.312,Normal,None
29.707,-49.491,3.675,5.449,Normal,None
21.247,-20.051,-4.235,209.271,Normal,None
34.879,10.485,1.049,9.389,Normal,None
36.929,49.944,-1.139,99.247,Normal,None
-41.873,-38.962,1.275,149.102,Normal,None
-7.814,-16.514,-0.487,35.159,Normal,None
-41.257,39.798,2.594,54.277,Normal,None
-12.106,21.848,2.737,43.575,Normal,None
-2.217,11.924,4.266,116.211,Normal,None
10.292,-44.763,-4.703,24.369,Normal,None
16.237,27.627,-0.1,52.396,Normal,None
-37.675,18.314,2.795,98.994,Normal,None
22.205,19.605,1.852,119.325,Normal,None
-15.195,-24.307,2.366,73.703,Normal,None
-38.435,-14.09,-0.803,151.823,Normal,None
44.158,48.791,4.347,250.378,Normal,None
26.6,-28.77,-1.002,190.32,Normal,None
-3.148,21.651,4.125,176.071,Normal,None
22.321,46.55,-4.589,111.171,Normal,None
46.102,-8.132,2.084,252.962,Normal,None
14.922,4.562,-1.597,72.943,Normal,None
11.057,7.885,2.153,178.63,Normal,None
18.693,30.672,-2.123,113.14,Normal,None
-7.437,-13.483,3.61,143.778,Normal,None
-47.511,-30.065,-0.771,119.603,Normal,None
3.375,34.453,-3.372,141.16,Normal,None
6.857,-44.187,2.339,231.272,Normal,None
23.556,31.88,-0.739,211.422,Normal,None
27.126,-47.584,3.698,148.172,Normal,None
3.21,-22.681,3.289,22.133,Normal,None
-20.931,-5.098,3.136,54.807,Normal,None
19.278,30.98,0.216,26.018,Normal,None
-43.562,8.244,-1.024,192.149,Normal,None
17.577,-12.737,-0.276,46.795,Normal,None
16.952,-24.391,3.824,3.546,Normal,None
-40.406,-8.067,4.971,183.938,Normal,None
-2.076,-10.239,0.785,109.317,Normal,None
10.622,-44.294,-1.755,127.065,Normal,None
3.273,37.354,-3.18,54.871,Normal,None
1.498,-19.537,-2.327,148.12,Normal,None
-30.641,-42.814,-0.948,196.879,Normal,None
-18.726,49.664,-3.992,177.487,Normal,None
8.362,1.548,3.869,1.009,Normal,None
17.558,-29.671,-2.66,49.089,Normal,None
-11.811,-42.998,4.574,117.735,Normal,None
-25.983,-7.745,3.29,86.341,Normal,None
48.363,9.496,-4.632,224.804,Normal,None
-38.695,22.775,-4.613,225.35,Normal,None
34.271,12.419,-4.344,87.675,Normal,None
-6.2,-28.465,-4.296,129.513,Normal,None
26.894,-14.005,-2.701,115.097,Normal,None
-27.151,-4.352,3.862,88.151,Normal,None
21.634,-8.424,4.953,61.914,Normal,None
37.222,-49.218,1.471,93.5,Normal,None
20.77,-26.183,2.918,207.132,Normal,None
19.935,15.604,-2.772,14.609,Normal,None
-38.973,46.943,-0.932,80.276,Normal,None
-35.137,-20.208,4.873,234.836,Normal,None
11.241,33.346,2.934,2.385,Normal,None
47.074,44.747,3.611,229.635,Normal,None
10.902,43.172,0.51,24.471,Normal,None
7.256,13.986,2.694,111.054,Normal,None
-2.32,7.852,0.223,210.488,Normal,None
44.401,17.15,1.957,242.95,Normal,None
-43.349,-0.758,-4.29,73.84,Normal,None
-9.371,-4.95,-2.977,69.766,Normal,None
46.906,23.288,2.098,79.203,Normal,None
-37.674,20.478,2.579,136.195,Normal,None
-9.324,-21.498,0.902,54.86,Normal,None
-28.055,19.764,-0.933,94.556,Normal,None
-34.894,-8.926,4.995,138.63,Normal,None
11.394,39.643,-1.233,230.996,Normal,None
30.727,44.786,-4.767,198.939,Normal,None
-14.251,34.919,2.733,139.215,Normal,None
31.674,-41.525,-2.695,225.36,Normal,None
-6.782,1.861,1.681,167.937,Normal,None
2.379,-25.835,4.948,172.421,Normal,None
39.97,-13.087,2.372,48.517,Normal,None
-37.985,-27.055,0.572,103.496,Normal,None
-19.622,-40.481,-2.378,9.624,Normal,None
-47.879,-35.0,1.147,107.002,Normal,None
1.011,-24.352,3.969,167.39,Normal,None
9.389,-23.895,-2.822,172.559,Normal,None
23.525,-29.015,-3.204,7.521,Normal,None
-26.602,-10.863,4.496,249.973,Normal,None
11.099,31.716,-1.719,63.438,Normal,None
-38.77,2.264,3.816,115.371,Normal,None
11.754,-7.135,4.915,51.668,Normal,None
-20.967,15.101,-4.04,22.889,Normal,None
-22.442,31.157,-3.141,168.438,Normal,None
-10.777,-49.618,4.99,149.565,Normal,None
-22.933,-31.743,-2.3,232.783,Normal,None
3.498,-2.941,4.37,85.754,Normal,None
-40.027,-17.444,-4.213,147.256,Normal,None
9.284,-6.65,4.402,85.241,Normal,None
-16.149,16.004,-0.572,198.765,Normal,None
-10.53,-37.178,1.515,58.862,Normal,None
32.513,48.446,-2.194,105.816,Normal,None
-8.839,-17.476,-2.606,245.797,Normal,None
34.701,26.553,-3.266,104.164,Normal,None
6.207,-6.661,0.373,20.288,Normal,None
5.058,-28.055,4.612,77.645,Normal,None
19.705,43.514,0.727,206.126,Normal,None
-34.892,-13.31,2.677,248.641,Normal,None
44.933,37.999,4.387,245.784,Normal,None
10.717,6.207,4.933,121.239,Normal,None
15.478,-3.35,3.476,202.114,Normal,None
39.617,2.83,4.129,3.854,Normal,None
-25.997,12.292,3.776,29.279,Normal,None
-15.058,5.483,-2.685,159.333,Normal,None
32.604,1.571,3.078,53.657,Normal,None
-32.278,-19.638,4.321,245.068,Normal,None
3.192,11.739,4.022,252.586,Normal,None
7.769,-47.501,3.995,136.744,Normal,None
-12.212,21.273,3.368,205.622,Normal,None
20.515,-48.608,3.037,20.354,Normal,None
-16.622,-47.402,0.385,231.372,Normal,None
49.049,-30.201,0.185,120.759,Normal,None
-49.673,1.696,-0.537,224.076,Normal,None
-36.233,-2.197,3.42,79.536,Normal,None
14.815,-20.408,4.551,57.372,Normal,None
-48.819,-6.977,1.931,54.104,Normal,None
3.612,-25.35,-1.841,177.385,Normal,None
25.013,25.726,2.044,166.548,Normal,None
-41.971,18.1,4.531,97.807,Normal,None
-6.27,-13.75,-3.579,121.041,Normal,None
-19.293,14.349,2.188,153.735,Normal,None
22.935,-18.816,-0.709,116.016,Normal,None
37.383,-17.172,-2.919,6.919,Normal,None
-10.55,-42.99,-0.463,224.024,Normal,None
-13.318,-43.589,-4.839,127.84,Normal,None
29.907,-18.881,4.655,243.583,Normal,None
-29.735,-28.829,-2.597,118.974,Normal,None
6.638,19.242,2.026,249.597,Normal,None
0.623,42.165,3.526,243.504,Normal,None
28.409,-32.678,1.926,67.437,Normal,None
-48.173,-35.027,-2.161,233.569,Normal,None
20.142,24.796,4.41,109.519,Normal,None
-41.726,10.132,-2.663,53.652,Normal,None
-48.494,10.343,3.388,215.074,Normal,None
-4.432,-16.199,-4.686,148.702,Normal,None
-22.67,-46.772,0.654,230.653,Normal,None
8.69,40.619,0.768,45.435,Normal,None
24.539,-16.459,1.659,147.666,Normal,None
-8.879,12.647,-4.654,98.266,Normal,None
9.064,-37.517,0.889,24.398,Normal,None
11.929,14.017,0.806,160.181,Normal,None
-34.677,-40.415,1.245,252.318,Normal,None
-29.485,29.007,2.51,154.248,Normal,None
-28.677,-21.959,1.387,176.405,Normal,None
-37.754,48.519,-1.485,138.3,Normal,None
-41.048,36.897,-2.909,237.062,Normal,None
18.701,-17.896,3.322,181.144,Normal,None
-16.732,35.449,-2.337,249.938,Normal,None
-30.254,6.092,4.708,76.12,Normal,None
-39.185,29.444,-0.663,80.339,Normal,None
39.673,3.815,3.16,193.63,Normal,None
-16.601,1.998,-4.787,82.431,Normal,None
22.373,-15.557,-0.517,221.407,Normal,None
11.718,31.615,3.297,149.064,Normal,None
9.535,-31.339,0.65,74.351,Normal,None
35.479,-14.535,-4.005,216.824,Normal,None
18.65,-11.137,0.396,35.915,Normal,None
-0.907,8.204,3.86,116.76,Normal,None
-35.225,37.455,3.045,38.769,Normal,None
-19.289,47.783,-0.896,154.314,Normal,None
7.95,30.362,3.865,247.049,Normal,None
45.2,-20.292,-2.366,188.91,Normal,None
30.289,38.471,-3.489,46.995,Normal,None
0.711,-19.847,1.83,15.158,Normal,None
-14.959,43.979,-3.373,34.878,Normal,None
43.153,-41.403,0.646,70.286,Normal,None
-1.129,33.875,2.747,10.544,Normal,None
-14.775,-33.085,3.411,106.238,Normal,None
-34.436,31.109,1.98,76.692,Normal,None
